Otu2321	Dorea	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu2322	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2323	Paramuribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2324	Paramuribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2325	Desulfovibrio	Root	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae
Otu2326	Phocaeicola	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae
Otu2327	Modestobacter	Root	Bacteria	Actinobacteria	Actinobacteria	Geodermatophilales	Geodermatophilaceae
Otu2328	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2329	Mycobacterium	Root	Bacteria	Actinobacteria	Actinobacteria	Mycobacteriales	Mycobacteriaceae
Otu2330	Muribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2331	Streptococcus	Root	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae
Otu2332	Paramuribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2333	Paramuribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2334	Paramuribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2335	Paramuribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2336	Paramuribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2337	Paramuribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2338	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2339	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2340	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2341	Ihubacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae Sedis XIII
Otu2342	Colidextribacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu2343	Marseilla	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae
Otu2344	Muribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2345	Muribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2346	Paramuribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2347	Holdemania	Root	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae
Otu2348	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2349	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2350	Phocaeicola	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae
Otu2351	Paramuribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2352	Sporobacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu2353	Pseudoteredinibacter	Root	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae
Otu2354	Caldisalinibacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae 3
Otu2355	Abyssivirga	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu2356	Ruminococcus2	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu2357	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2358	Faecalimonas	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu2359	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2360	Hydrogenoanaerobacterium	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu2361	Parabacteroides	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae
Otu2362	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2363	Muribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2364	Bacteroides	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae
Otu2365	Paramuribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2366	Veillonella	Root	Bacteria	Firmicutes	Negativicutes	Veillonellales	Veillonellaceae
Otu2367	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2368	Mordavella	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu2369	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2370	Muribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2371	Kineothrix	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu2372	Muribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2373	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2374	Muribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2375	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2376	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2377	Mordavella	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu2378	Paramuribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2379	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2380	Bacteroides	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae
Otu2381	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2382	Methanobrevibacter	Root	Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae
Otu2383	Muribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2384	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2385	Sutterella	Root	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Sutterellaceae
Otu2386	Paramuribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2387	Paramuribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2388	Anaerosolibacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae 4
Otu2389	Butyricicoccus	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu2390	Guggenheimella	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae Sedis XII
Otu2391	Parabacteroides	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae
Otu2392	Schaalia	Root	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Actinomycetaceae
Otu2393	Muribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2394	Tyzzerella	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu2395	Paramuribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2396	Paramuribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2397	Abyssivirga	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu2398	Bacteroides	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae
Otu2399	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2400	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2401	Marseilla	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae
Otu2402	Polaromonas	Root	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae
Otu2403	Muribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2404	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2405	Pantoea	Root	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Erwiniaceae
Otu2406	Paramuribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2407	Adlercreutzia	Root	Bacteria	Actinobacteria	Coriobacteriia	Eggerthellales	Eggerthellaceae
Otu2408	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2409	Lawsonibacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu2410	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2411	Parabacteroides	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae
Otu2412	Bacteroides	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae
Otu2413	Abyssivirga	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu2414	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2415	Petrocella	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Vallitaleaceae
Otu2416	Brachybacterium	Root	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Dermabacteraceae
Otu2417	Anaeromassilibacillus	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu2418	Paramuribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2419	Parabacteroides	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae
Otu2420	Clostridium IV	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu2421	Methylobacterium	Root	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae
Otu2422	Parabacteroides	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae
Otu2423	Paramuribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2424	Muribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2425	Parasporobacterium	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu2426	Ligilactobacillus	Root	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae
Otu2427	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2428	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2429	Paramuribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2430	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2431	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2432	Phocaeicola	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae
Otu2433	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2434	Bacteroides	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae
Otu2435	Cuneatibacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu2436	Paramuribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2437	Paramuribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2438	Parabacteroides	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae
Otu2439	Lactobacillus	Root	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae
Otu2440	Muribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2441	Bacteroides	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae
Otu2442	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2443	Bacteroides	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae
Otu2444	Paramuribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2445	Intestinimonas	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu2446	Paramuribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2447	Bradyrhizobium	Root	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae
Otu2448	Colidextribacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu2449	Criibacterium	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Peptostreptococcaceae
Otu2450	Paramuribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2451	Paramuribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2452	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2453	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2454	Acetitomaculum	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu2455	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2456	Saccharibacteria_genera_incertae_sedis	Root	Bacteria	Candidatus Saccharibacteria	NA	NA	NA
Otu2457	Paramuribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2458	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2459	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2460	Blautia	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu2461	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2462	Paramuribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2463	Neglecta	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu2464	Muribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2465	Paramuribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2466	Clostridium XVIII	Root	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae
Otu2467	Sporobacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu2468	Paramuribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2469	Parabacteroides	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Porphyromonadaceae
Otu2470	Anaerotruncus	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu2471	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2472	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2473	Robinsoniella	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu2474	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2475	Bacteroides	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae
Otu2476	Ihubacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae Sedis XIII
Otu2477	Prevotellamassilia	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae
Otu2478	Paramuribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2479	Fournierella	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu2480	Muribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2481	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2482	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2483	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2484	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2485	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2486	Marseilla	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae
Otu2487	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2488	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2489	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2490	Maricurvus	Root	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae
Otu2491	Flintibacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu2492	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2493	Phocaeicola	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae
Otu2494	Muribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2495	Cuneatibacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu2496	Phocaeicola	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae
Otu2497	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2498	Bacteroides	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae
Otu2499	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2500	Muribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2501	Saccharibacteria_genera_incertae_sedis	Root	Bacteria	Candidatus Saccharibacteria	NA	NA	NA
Otu2502	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2503	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2504	Aestuariispira	Root	Bacteria	Proteobacteria	Alphaproteobacteria	Kiloniellales	Kiloniellaceae
Otu2505	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2506	Paramuribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2507	Phocea	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu2508	Paramuribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2509	Clostridium sensu stricto	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae 1
Otu2510	Muribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2511	Blautia	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu2512	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2513	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2514	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2515	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2516	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2517	Intestinimonas	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu2518	Anaerosporobacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu2519	Marseilla	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Prevotellaceae
Otu2520	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2521	Mailhella	Root	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae
Otu2522	Subdoligranulum	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu2523	Phocaeicola	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae
Otu2524	Muribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2525	Muribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2526	Acetivibrio	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu2527	Paramuribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2528	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2529	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2530	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2531	Acetatifactor	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu2532	Pseudoteredinibacter	Root	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Cellvibrionaceae
Otu2533	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2534	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2535	Paramuribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2536	Paramuribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2537	Muribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2538	Clostridium XlVb	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu2539	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2540	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2541	Acetitomaculum	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu2542	Acetatifactor	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu2543	Sporobacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Ruminococcaceae
Otu2544	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2545	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2546	Paramuribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2547	Mediterraneibacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu2548	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2549	Acetitomaculum	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu2550	Paramuribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2551	Muribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2552	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2553	Bulleidia	Root	Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae
Otu2554	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2555	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2556	Muribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2557	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2558	Muribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2559	Paramuribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2560	Abyssivirga	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Lachnospiraceae
Otu2561	Muribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2562	Bacteroides	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae
Otu2563	Dethiosulfatibacter	Root	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiales_Incertae Sedis XI
Otu2564	Duncaniella	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2565	Muribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2566	Bacteroides	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Bacteroidaceae
Otu2567	Paramuribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
Otu2568	Paramuribaculum	Root	Bacteria	Bacteroidetes	Bacteroidia	Bacteroidales	Muribaculaceae
