gene,postFMT_2_jejunum
gene_4385232,18
gene_2297985,18
gene_3239954,18
gene_3805440,18
gene_4625765,18
gene_4382044,18
gene_2845446,18
gene_3532022,18
gene_2122710,18
gene_2852675,18
gene_3305751,18
gene_3947092,18
gene_4523469,18
gene_2980993,18
gene_3688424,18
gene_3616462,18
gene_3425457,18
gene_3415026,18
gene_2738457,18
gene_3215355,18
gene_3190367,18
gene_4502994,18
gene_3125652,18
gene_3506845,18
gene_2115624,18
gene_3586410,18
gene_3825886,18
gene_3991286,18
gene_4309228,18
gene_4430481,18
gene_2665586,18
gene_3608727,18
gene_3951580,18
gene_3402262,18
gene_4350204,18
gene_3366243,18
gene_4561701,18
gene_3646691,18
gene_3219680,18
gene_3582774,18
gene_3884568,18
gene_4634815,18
gene_4147139,18
gene_3860918,18
gene_2196573,18
gene_4145694,18
gene_4348970,18
gene_4135757,18
gene_1985479,18
gene_3985323,18
gene_3329244,18
gene_3043013,18
gene_4427968,18
gene_2534220,18
gene_4167028,18
gene_3483356,18
gene_2384310,18
gene_4627815,18
gene_2321150,18
gene_2726644,18
gene_2449303,18
gene_3677106,18
gene_3101056,17
gene_3856004,17
gene_4606865,17
gene_3849377,17
gene_2901590,17
gene_3172032,17
gene_3094116,17
gene_3606376,17
gene_4140908,17
gene_4399316,17
gene_3306416,17
gene_3385121,17
gene_3897274,17
gene_4314161,17
gene_4062378,17
gene_3962906,17
gene_4260857,17
gene_2580700,17
gene_4214151,17
gene_3812312,17
gene_3992668,17
gene_2498909,17
gene_4388663,17
gene_3937003,17
gene_3794937,17
gene_3839645,17
gene_4598616,17
gene_3657859,17
gene_4053098,17
gene_4348786,17
gene_3995735,17
gene_2681274,17
gene_3774480,17
gene_4501083,17
gene_3877695,17
gene_3237366,17
gene_3962771,17
gene_4086606,17
gene_4114384,17
gene_2186271,17
gene_3441975,17
gene_4114359,17
gene_4341477,17
gene_4510783,17
gene_3311994,17
gene_3661192,17
gene_3188624,17
gene_4457048,17
gene_3332470,17
gene_2989550,17
gene_3791199,17
gene_3017741,17
gene_4492661,17
gene_2773681,17
gene_4435512,17
gene_4407888,17
gene_3873611,17
gene_3202073,17
gene_2474066,17
gene_4230736,17
gene_3821835,17
gene_4008206,17
gene_4166903,17
gene_4319405,17
gene_3839205,17
gene_3550649,17
gene_3079616,17
gene_4519341,17
gene_4383140,17
gene_3730432,17
gene_3675655,17
gene_2972383,17
gene_2841502,17
gene_1828764,17
gene_4618803,17
gene_3093262,17
gene_3614218,17
gene_2693911,17
gene_2949080,17
gene_3670145,17
gene_3020832,17
gene_3744917,17
gene_4157591,17
gene_4098128,17
gene_3701427,17
gene_3750294,17
gene_4618683,17
gene_3458346,17
gene_4113612,17
gene_4017013,17
gene_1724075,17
gene_3772388,17
gene_3116112,17
gene_3828817,17
gene_3782922,17
gene_3012549,17
gene_4398327,17
gene_4224745,17
gene_3790931,17
gene_3610649,17
gene_3262516,17
gene_4577251,17
gene_3341642,17
gene_2155222,17
gene_3588998,17
gene_3792307,17
gene_4428223,17
gene_3911634,17
gene_3164828,17
gene_2509696,17
gene_4637221,17
gene_3870421,17
gene_4461654,17
gene_4611656,17
gene_2150464,17
gene_3452107,17
gene_2591656,17
gene_4121718,17
gene_4423517,17
gene_4340156,17
gene_4472152,17
gene_2937271,17
gene_2995166,17
gene_4355516,17
gene_3684323,17
gene_4066522,17
gene_3235187,17
gene_4004547,17
gene_4386920,17
gene_3906176,17
gene_3007249,17
gene_4006583,17
gene_4165800,17
gene_4009911,17
gene_3024861,17
gene_2699520,17
gene_2992661,17
gene_3613621,17
gene_4553981,17
gene_3684844,17
gene_1986195,17
gene_3553500,17
gene_4557843,17
gene_4406313,17
gene_3767994,17
gene_3536025,17
gene_3936315,17
gene_3216144,17
gene_3863760,17
gene_4243321,17
gene_4190886,17
gene_4074780,17
gene_4537057,17
gene_3132780,17
gene_3396118,17
gene_4598897,17
gene_3456350,17
gene_3013666,17
gene_4055320,17
gene_4229122,17
gene_4102509,17
gene_4545157,17
gene_3048821,17
gene_3756359,17
gene_3605775,17
gene_3773619,17
gene_3385971,17
gene_4107577,17
gene_3823736,17
gene_3823081,17
gene_4182928,17
gene_3813026,17
gene_3566476,17
gene_4447732,17
gene_3286042,17
gene_4584001,17
gene_4457991,17
gene_4626790,17
gene_2933348,17
gene_3112728,17
gene_2596958,17
gene_4253189,17
gene_4621868,17
gene_4248214,17
gene_2151357,17
gene_4035168,17
gene_4370687,17
gene_4598181,17
gene_2660662,17
gene_4138553,17
gene_4436770,17
gene_4571112,17
gene_3892441,17
gene_2690724,17
gene_3958334,17
gene_3930917,17
gene_4263840,17
gene_3176507,17
gene_3733577,17
gene_3949273,17
gene_3633846,17
gene_4257849,17
gene_3841053,17
gene_4220001,17
gene_4557944,17
gene_3418080,17
gene_4258736,17
gene_4260171,17
gene_3961729,17
gene_3514300,17
gene_4420517,17
gene_3058563,17
gene_4301675,17
gene_4570187,17
gene_3263418,17
gene_3738713,17
gene_2535405,17
gene_2217004,17
gene_4366899,17
gene_4319139,17
gene_2858258,17
gene_3839553,17
gene_4238868,17
gene_3094414,17
gene_4174092,17
gene_3260642,17
gene_3985739,17
gene_4113057,17
gene_4338027,17
gene_3940897,17
gene_4604162,17
gene_4413080,17
gene_3223698,17
gene_4281565,17
gene_3465422,17
gene_3448885,17
gene_2907531,17
gene_3142461,17
gene_4256623,17
gene_3357135,17
gene_4416464,17
gene_4414798,17
gene_2026634,17
gene_3610192,17
gene_4340813,17
gene_3232677,17
gene_4166921,17
gene_4059224,17
gene_3518856,17
gene_2435648,17
gene_4190416,17
gene_4579847,17
gene_3486945,17
gene_4478972,17
gene_3640953,17
gene_4398601,17
gene_3986364,17
gene_2577309,17
gene_3052041,17
gene_4318859,17
gene_3394607,17
gene_4427507,17
gene_3199651,17
gene_4111225,17
gene_3707049,17
gene_4306943,17
gene_4376892,17
gene_3902887,17
gene_3277380,17
gene_3709159,17
gene_3649310,17
gene_4331835,17
gene_3149133,17
gene_3901071,17
gene_3572270,17
gene_3822879,17
gene_4123623,17
gene_3908655,17
gene_4527857,17
gene_4203169,17
gene_2906584,17
gene_4159148,17
gene_3521032,17
gene_4261095,17
gene_3874632,17
gene_3998863,17
gene_3179801,17
gene_2831701,17
gene_3692975,17
gene_4240987,17
gene_3604707,17
gene_3066959,17
gene_4214263,17
gene_3063587,17
gene_4254273,17
gene_4461986,17
gene_2534622,17
gene_4264785,17
gene_2617692,17
gene_2987179,17
gene_4603833,17
gene_3191450,17
gene_2907530,17
gene_4268384,17
gene_2854292,17
gene_3513151,17
gene_4317127,17
gene_3469616,17
gene_4298100,17
gene_2293657,17
gene_3883167,17
gene_4133185,17
gene_2855527,17
gene_3560758,17
gene_2298524,17
gene_3348518,17
gene_3572836,17
gene_2964018,17
gene_2465656,17
gene_3611244,17
gene_2434098,17
gene_3105757,17
gene_4536829,17
gene_3915071,17
gene_4279968,17
gene_4556217,17
gene_4624969,17
gene_3796598,17
gene_4252766,17
gene_4538813,17
gene_3889448,17
gene_4031256,17
gene_2476576,17
gene_4526320,17
gene_4544809,17
gene_3678136,17
gene_4003498,17
gene_3399397,17
gene_4386313,17
gene_4479277,17
gene_2397172,17
gene_1915142,17
gene_3675718,17
gene_2681620,17
gene_3716734,17
gene_3473063,17
gene_4310725,17
gene_3940117,17
gene_4286246,17
gene_4156641,17
gene_3130798,17
gene_4578382,17
gene_3510410,17
gene_3320714,17
gene_3033325,17
gene_3725007,17
gene_3581228,17
gene_4630970,17
gene_2033400,17
gene_3916637,17
gene_3933216,17
gene_3974090,17
gene_2399798,17
gene_3377323,17
gene_3215608,17
gene_4154327,17
gene_2827465,17
gene_2915184,17
gene_4269003,17
gene_3837309,17
gene_3379210,17
gene_3799341,17
gene_3645766,17
gene_3336858,17
gene_3303489,17
gene_3585926,17
gene_3609133,17
gene_3192091,17
gene_4612969,17
gene_2938876,17
gene_4504555,17
gene_3392088,17
gene_4485973,17
gene_3417553,17
gene_2378124,17
gene_3331725,17
gene_3815815,17
gene_4335431,17
gene_3853752,17
gene_3009702,17
gene_2604992,17
gene_3703376,17
gene_3114185,17
gene_4563249,17
gene_3972053,17
gene_3852246,17
gene_3208878,17
gene_3804906,17
gene_3503327,17
gene_3197048,17
gene_4292011,17
gene_3983043,17
gene_3683883,17
gene_4063122,17
gene_3230248,17
gene_4356000,17
gene_3906614,17
gene_3929852,17
gene_4222046,17
gene_4247199,17
gene_3775914,17
gene_3870705,17
gene_2427709,17
gene_3194953,17
gene_4243357,17
gene_3469644,17
gene_4632416,17
gene_4619970,17
gene_3588244,17
gene_3720054,17
gene_2883863,17
gene_4192698,17
gene_2708506,17
gene_3646252,17
gene_4617265,17
gene_4026497,17
gene_4623555,17
gene_3928820,17
gene_2830982,17
gene_3395578,17
gene_4212683,17
gene_3117118,17
gene_4177251,17
gene_3836816,17
gene_3872351,17
gene_2963088,17
gene_4058204,17
gene_2741232,17
gene_3912424,17
gene_3441893,17
gene_4491382,17
gene_4196439,17
gene_3243628,17
gene_4350016,17
gene_4066034,17
gene_3645204,17
gene_3429044,17
gene_4557249,17
gene_3830321,17
gene_4237636,17
gene_4040189,17
gene_3949005,17
gene_4582136,17
gene_4174193,17
gene_4115299,17
gene_4544977,17
gene_3438768,17
gene_4312072,17
gene_4563860,17
gene_3949291,17
gene_3358693,17
gene_3477900,17
gene_3996221,17
gene_4356450,17
gene_4490953,17
gene_2641028,17
gene_3451906,17
gene_4511605,17
gene_3474373,17
gene_2812744,17
gene_4026264,17
gene_3845052,17
gene_4468619,17
gene_3698634,17
gene_4177128,17
gene_4342842,17
gene_2531821,17
gene_3375522,17
gene_4290992,17
gene_3836680,17
gene_3790509,17
gene_3025925,17
gene_4142946,17
gene_3794272,17
gene_4493745,17
gene_2806065,17
gene_3797387,17
gene_3030954,17
gene_3470698,17
gene_4519015,17
gene_3653546,17
gene_4559336,17
gene_3665222,17
gene_3994347,17
gene_3190119,17
gene_2211360,17
gene_3857347,17
gene_4471178,17
gene_3473097,17
gene_4076817,17
gene_2420092,17
gene_4097615,17
gene_2529440,17
gene_2681229,17
gene_4312135,17
gene_3817951,17
gene_4593270,17
gene_4237559,17
gene_4066549,17
gene_3700548,17
gene_4275340,17
gene_3719149,17
gene_4581965,17
gene_4582812,17
gene_3784789,17
gene_4312015,17
gene_3775855,17
gene_3514788,17
gene_3471658,17
gene_3334450,17
gene_3503326,17
gene_4012112,17
gene_3977112,17
gene_3946127,17
gene_3320153,17
gene_2114588,17
gene_3550520,17
gene_2836116,17
gene_3163038,17
gene_3875552,17
gene_3859449,17
gene_4015014,17
gene_3203325,17
gene_4241856,17
gene_3839216,17
gene_2360981,17
gene_3125012,17
gene_4459528,17
gene_4458739,17
gene_4333142,17
gene_3853240,17
gene_3694946,17
gene_2659396,17
gene_4377391,17
gene_3987664,17
gene_3021292,17
gene_3709754,17
gene_3364256,17
gene_3411438,17
gene_4602887,17
gene_2064727,17
gene_3130668,17
gene_3905777,17
gene_3931386,17
gene_4160017,17
gene_4011333,17
gene_4281238,17
gene_3232476,17
gene_4494008,17
gene_4438317,17
gene_3305314,17
gene_4145259,17
gene_4260584,17
gene_2864733,17
gene_3994378,17
gene_3358178,17
gene_4172884,17
gene_3999500,17
gene_3736669,17
gene_2993749,17
gene_3754605,17
gene_2971425,17
gene_4140746,17
gene_3351272,17
gene_3957327,17
gene_4234195,17
gene_2942317,17
gene_4631834,17
gene_3380562,17
gene_4616752,17
gene_3566870,17
gene_4181710,17
gene_2363091,17
gene_4519530,17
gene_4446404,17
gene_3646685,17
gene_4175545,17
gene_2987038,17
gene_4305396,17
gene_4528453,17
gene_4480784,17
gene_4634718,17
gene_2154612,17
gene_4037500,17
gene_3897243,17
gene_4231814,17
gene_3720591,17
gene_4412748,17
gene_4034422,17
gene_4389071,17
gene_3685142,17
gene_3785074,17
gene_4411563,17
gene_2841333,17
gene_3582257,17
gene_3303341,17
gene_3870572,17
gene_3994084,17
gene_3746404,17
gene_3167255,17
gene_3100493,17
gene_4101099,17
gene_4119646,17
gene_3600254,17
gene_3659436,17
gene_3887442,17
gene_3891935,17
gene_4566412,17
gene_4173088,17
gene_3203680,17
gene_4566988,17
gene_3793961,17
gene_3290207,17
gene_3872153,17
gene_4410288,17
gene_3621477,17
gene_3759383,17
gene_3652171,17
gene_3597440,17
gene_3783889,17
gene_4106198,17
gene_2891613,17
gene_3609385,17
gene_4371319,17
gene_2980593,17
gene_4355825,17
gene_4227487,17
gene_3870838,17
gene_4454542,17
gene_2591043,17
gene_3907754,17
gene_3596813,17
gene_4367075,17
gene_4461666,17
gene_2876689,17
gene_4222110,17
gene_4117691,17
gene_4392413,17
gene_3730555,17
gene_3334384,17
gene_3993389,17
gene_2466309,17
gene_3464531,17
gene_4365165,17
gene_2919905,17
gene_3453952,17
gene_3514000,17
gene_4510090,17
gene_4276828,17
gene_4244958,17
gene_2737126,17
gene_4635797,17
gene_4024241,17
gene_3707429,17
gene_3213923,17
gene_4576614,17
gene_4497218,17
gene_3854970,17
gene_3714259,17
gene_3942305,17
gene_3935922,17
gene_2980109,17
gene_3307484,17
gene_3048710,17
gene_4391996,17
gene_4054175,17
gene_3195146,17
gene_3767439,17
gene_3816383,17
gene_4254604,17
gene_4245028,17
gene_4233529,17
gene_4295418,17
gene_4270990,17
gene_4497959,17
gene_3884866,17
gene_2989188,17
gene_3096025,17
gene_4094879,17
gene_4544794,17
gene_3601512,17
gene_2357264,17
gene_3683698,17
gene_4018433,17
gene_4245006,17
gene_4513819,17
gene_4182099,17
gene_4472878,17
gene_4465773,17
gene_3153826,17
gene_3713565,17
gene_4018863,17
gene_3976933,17
gene_4069057,17
gene_3136665,17
gene_4310598,17
gene_3473933,17
gene_2772779,17
gene_2612122,17
gene_4488077,17
gene_2690842,17
gene_4623392,17
gene_4598415,17
gene_4223588,17
gene_4233352,17
gene_2675107,17
gene_3102810,17
gene_3985170,17
gene_3682634,17
gene_4340085,17
gene_2408063,17
gene_3515139,17
gene_2876566,17
gene_4154590,17
gene_4382652,17
gene_4390576,17
gene_4627197,17
gene_3235550,17
gene_2558983,16
gene_3081259,16
gene_3644792,16
gene_3667457,16
gene_3346408,16
gene_2807496,16
gene_3867100,16
gene_3643100,16
gene_3490498,16
gene_2601107,16
gene_4443459,16
gene_2617541,16
gene_4572514,16
gene_3363779,16
gene_4261476,16
gene_3900926,16
gene_4548278,16
gene_3912469,16
gene_2510662,16
gene_4341265,16
gene_4042335,16
gene_4099588,16
gene_4479350,16
gene_2711018,16
gene_3883176,16
gene_3896814,16
gene_3334336,16
gene_4411473,16
gene_2955940,16
gene_3322361,16
gene_4548698,16
gene_3915315,16
gene_2583153,16
gene_4092941,16
gene_3829691,16
gene_3729308,16
gene_3990119,16
gene_4225308,16
gene_3700546,16
gene_2667793,16
gene_4423979,16
gene_3736932,16
gene_4636143,16
gene_3656071,16
gene_3173096,16
gene_3868597,16
gene_3523400,16
gene_3479065,16
gene_4253861,16
gene_4550212,16
gene_4401023,16
gene_4409969,16
gene_3999072,16
gene_3960302,16
gene_4207317,16
gene_4619499,16
gene_2783435,16
gene_3588057,16
gene_3779941,16
gene_3914514,16
gene_2406273,16
gene_3992434,16
gene_2607748,16
gene_4187522,16
gene_4613296,16
gene_3031573,16
gene_2409273,16
gene_3644945,16
gene_4506986,16
gene_4461205,16
gene_3089517,16
gene_3544096,16
gene_3672064,16
gene_3154253,16
gene_4062481,16
gene_4360082,16
gene_4584214,16
gene_3882640,16
gene_4529742,16
gene_4638986,16
gene_4392414,16
gene_4078783,16
gene_4329017,16
gene_3559609,16
gene_2280664,16
gene_4444176,16
gene_3752405,16
gene_3168444,16
gene_2709803,16
gene_4609363,16
gene_3103778,16
gene_3766415,16
gene_4591891,16
gene_3115622,16
gene_4231491,16
gene_3699824,16
gene_3850216,16
gene_3862510,16
gene_3164627,16
gene_4355929,16
gene_4513844,16
gene_3484373,16
gene_2911941,16
gene_4239953,16
gene_4288322,16
gene_3716678,16
gene_2560645,16
gene_2642095,16
gene_4547295,16
gene_3286041,16
gene_4467942,16
gene_3557119,16
gene_3019886,16
gene_4620402,16
gene_3634786,16
gene_2297767,16
gene_4460173,16
gene_3712510,16
gene_3437874,16
gene_4549699,16
gene_4457486,16
gene_4028918,16
gene_4544407,16
gene_4437639,16
gene_3435641,16
gene_4139294,16
gene_4249925,16
gene_3698328,16
gene_2797131,16
gene_2876567,16
gene_3186562,16
gene_3902003,16
gene_4602752,16
gene_4494225,16
gene_2539012,16
gene_4612111,16
gene_2979686,16
gene_4360587,16
gene_4035556,16
gene_4213031,16
gene_4065091,16
gene_3342709,16
gene_3348503,16
gene_4491977,16
gene_2971581,16
gene_4286775,16
gene_4080112,16
gene_4371748,16
gene_3821576,16
gene_4400124,16
gene_3553931,16
gene_3955190,16
gene_3682406,16
gene_4177097,16
gene_4417654,16
gene_4499934,16
gene_3830899,16
gene_3573408,16
gene_4482133,16
gene_2423486,16
gene_4419419,16
gene_4158321,16
gene_3372421,16
gene_3669146,16
gene_2813822,16
gene_3771354,16
gene_4613555,16
gene_3942549,16
gene_4561989,16
gene_4408455,16
gene_4432404,16
gene_3537391,16
gene_4320414,16
gene_4574905,16
gene_4268638,16
gene_3110601,16
gene_3910211,16
gene_3867143,16
gene_4255455,16
gene_4606134,16
gene_3470107,16
gene_4307388,16
gene_4151562,16
gene_3047286,16
gene_3688476,16
gene_3750132,16
gene_3878319,16
gene_3380542,16
gene_3466079,16
gene_4580369,16
gene_3983786,16
gene_3778159,16
gene_3905583,16
gene_3671966,16
gene_3862520,16
gene_3487283,16
gene_3640130,16
gene_3855777,16
gene_4491244,16
gene_4266206,16
gene_3664400,16
gene_4530806,16
gene_3131375,16
gene_3110096,16
gene_3617384,16
gene_2959335,16
gene_4026592,16
gene_2937485,16
gene_3716137,16
gene_3588033,16
gene_3376929,16
gene_3793735,16
gene_4344771,16
gene_3870176,16
gene_1992534,16
gene_3397966,16
gene_4207331,16
gene_3208046,16
gene_4400934,16
gene_2819189,16
gene_1916091,16
gene_4272811,16
gene_3811596,16
gene_4533819,16
gene_3855412,16
gene_2524009,16
gene_3617172,16
gene_2989162,16
gene_4092633,16
gene_3888002,16
gene_3931678,16
gene_4174015,16
gene_4025544,16
gene_4137715,16
gene_4587806,16
gene_3967738,16
gene_4434023,16
gene_2543693,16
gene_3033892,16
gene_3865685,16
gene_2532840,16
gene_4061527,16
gene_3186507,16
gene_3416785,16
gene_3935227,16
gene_4008463,16
gene_3716865,16
gene_4192226,16
gene_4075267,16
gene_3393980,16
gene_4414497,16
gene_4539214,16
gene_3303778,16
gene_4073782,16
gene_3338691,16
gene_4122187,16
gene_3438845,16
gene_2984394,16
gene_4058490,16
gene_2593404,16
gene_3884865,16
gene_4418093,16
gene_3589798,16
gene_2911664,16
gene_3025241,16
gene_4207381,16
gene_3993080,16
gene_2614052,16
gene_4427720,16
gene_3728544,16
gene_3960324,16
gene_3756137,16
gene_2901162,16
gene_3704262,16
gene_3281435,16
gene_4427241,16
gene_3411086,16
gene_4339493,16
gene_4050614,16
gene_4170906,16
gene_4436247,16
gene_3079510,16
gene_3161328,16
gene_2822269,16
gene_3333005,16
gene_3402378,16
gene_3383310,16
gene_4409705,16
gene_4562323,16
gene_3820135,16
gene_3373370,16
gene_3276716,16
gene_3806708,16
gene_4225323,16
gene_3092959,16
gene_4031947,16
gene_3760653,16
gene_3406993,16
gene_3499832,16
gene_3252536,16
gene_4027102,16
gene_2723696,16
gene_4093179,16
gene_2654505,16
gene_3121109,16
gene_3685121,16
gene_3696849,16
gene_3753516,16
gene_3426940,16
gene_3644944,16
gene_3014017,16
gene_3041058,16
gene_3460414,16
gene_3501108,16
gene_3670301,16
gene_3858250,16
gene_2861347,16
gene_2406023,16
gene_3787391,16
gene_4571579,16
gene_4376496,16
gene_4270158,16
gene_4331532,16
gene_3019455,16
gene_4537965,16
gene_3324758,16
gene_3883916,16
gene_3275528,16
gene_3360499,16
gene_4400492,16
gene_3003697,16
gene_4498379,16
gene_4032245,16
gene_4565555,16
gene_3631733,16
gene_3585819,16
gene_4218660,16
gene_4104793,16
gene_3482881,16
gene_3966126,16
gene_3733925,16
gene_4122435,16
gene_3710903,16
gene_3454187,16
gene_3486169,16
gene_3163271,16
gene_3862041,16
gene_4249407,16
gene_3663560,16
gene_2968324,16
gene_4616521,16
gene_3811207,16
gene_2987039,16
gene_3335680,16
gene_3562923,16
gene_4529664,16
gene_4227203,16
gene_4296835,16
gene_4555428,16
gene_3987295,16
gene_4302479,16
gene_2498084,16
gene_2866579,16
gene_4068867,16
gene_3952622,16
gene_3276990,16
gene_3762821,16
gene_4447609,16
gene_3687381,16
gene_3380412,16
gene_4591714,16
gene_4100102,16
gene_3456155,16
gene_3128519,16
gene_4628830,16
gene_3633487,16
gene_4233422,16
gene_2252096,16
gene_3932262,16
gene_3570533,16
gene_4306535,16
gene_3406805,16
gene_3926551,16
gene_3366787,16
gene_3893344,16
gene_3372906,16
gene_3348215,16
gene_2758945,16
gene_4379813,16
gene_2906658,16
gene_3951291,16
gene_3805758,16
gene_4399500,16
gene_4637027,16
gene_3433824,16
gene_2111928,16
gene_3944095,16
gene_3981359,16
gene_3960583,16
gene_4573102,16
gene_2933307,16
gene_3843356,16
gene_4258353,16
gene_4544905,16
gene_4572518,16
gene_4173955,16
gene_3514748,16
gene_3880789,16
gene_2951317,16
gene_3841058,16
gene_4428492,16
gene_3546926,16
gene_4461878,16
gene_3739762,16
gene_4246359,16
gene_2788645,16
gene_3950796,16
gene_4420096,16
gene_4601286,16
gene_3326756,16
gene_3956228,16
gene_3727020,16
gene_3501628,16
gene_4178182,16
gene_4544596,16
gene_4042472,16
gene_4498140,16
gene_3801960,16
gene_4073259,16
gene_4624794,16
gene_3495876,16
gene_4544565,16
gene_2819461,16
gene_3535287,16
gene_2790859,16
gene_3049203,16
gene_4551381,16
gene_4155837,16
gene_3565340,16
gene_4257986,16
gene_4172047,16
gene_3936976,16
gene_2537742,16
gene_2702033,16
gene_4165299,16
gene_3822878,16
gene_3874280,16
gene_4054325,16
gene_3224545,16
gene_3062509,16
gene_3519492,16
gene_3358257,16
gene_4242670,16
gene_4371161,16
gene_3453142,16
gene_2975757,16
gene_4240041,16
gene_4026989,16
gene_2098740,16
gene_2792639,16
gene_3413724,16
gene_3753953,16
gene_2745478,16
gene_3203424,16
gene_2901772,16
gene_4081333,16
gene_3998828,16
gene_3796643,16
gene_4165468,16
gene_4412393,16
